date,headline,storyId,sourceCode,ticker
2024-12-11 21:06:59.000,"@JonChevreau: Retweeted @wallstengine: S&P 500 Closing Bell Heatmap (Dec 11, 2024)

$SPY +0.82%🟩
$QQQ +1.77%🟩
$DJI -0.22%🟥
$IWM +0.48%🟩 https://t.co/NziOCAJtmV",urn:newsml:social:20241211:nTWTBgxzg:1,NS:X,IWM
2024-12-12 01:57:20.438,"iShares Russell 2000 Index Fund (IWM:$237.77) increases on weak volume Wednesday December 11, 2024",urn:newsml:newsroom:20241212:nNRAus4x8n:0,NS:GLORDP,IWM
2024-12-12 02:47:28.000,"@howardlindzon: Retweeted @be_rosebee: Trends with No Friends, 12-11-2024

Pearson Prints An All-Time High, Dave & Buster's Wins 4-Year Low

Click the link to view today's 52W highs and lows sorted by followers on @Stocktwits: https://t.co/RW1X0ZfSU5 

cc @howardlindzon $PSO $PLAY $SPY $QQQ $IWM https://t.co/wMnEVXO6sL",urn:newsml:social:20241212:nTWT4hbnwS:1,NS:X,IWM
2024-12-12 13:08:22.681,"iShares Russell 2000 Index Fund (IWM:$237.77) increases on weak volume Wednesday December 11, 2024",urn:newsml:newsroom:20241212:nNRAusc3ow:0,NS:GLORDP,IWM
2024-12-12 14:13:07.679,"iShares Russell 2000 Index Fund (IWM:$237.77) increases on weak volume Wednesday December 11, 2024",urn:newsml:newsroom:20241212:nNRAusd1ri:0,NS:GLORDP,IWM
2024-12-12 15:08:09.794,"iShares Russell 2000 Index Fund (IWM:$237.77) increases on weak volume Wednesday December 11, 2024",urn:newsml:newsroom:20241212:nNRAusdqv6:0,NS:GLORDP,IWM
2024-12-12 15:10:47.000,"@cfromhertz: $IWM 

continuing to move below its 5d and 20d MAs https://t.co/rhbcLWuo23",urn:newsml:social:20241212:nTWT85CS2j:1,NS:X,IWM
2024-12-12 16:53:32.000,"@seeitmarket: NEW Article:  ""How Will Stock Market Perform Under Trump?"" -->  https://t.co/uOSOJE27iH

by ConnectedWealth
$SPY $QQQ $IWM $TLT https://t.co/hh4Zku0BJb",urn:newsml:social:20241212:nTWT6KjW9d:1,NS:X,IWM
2024-12-12 17:06:10.000,"@andrewnyquist: Retweeted @seeitmarket: NEW Article:  ""How Will Stock Market Perform Under Trump?"" -->  https://t.co/uOSOJE27iH

by ConnectedWealth
$SPY $QQQ $IWM $TLT https://t.co/hh4Zku0BJb",urn:newsml:social:20241212:nTWT1ZDln5:1,NS:X,IWM
2024-12-12 17:53:15.000,"@seeitmarket: NEW Article:  ""Is the Nasdaq Rally For Real? Watch for Market Broadening!"" -  https://t.co/TN8TIl4fnY

by @marketminute 
$QQQ $IWM $SPY $XRT $IYT https://t.co/52QpaFdAJH",urn:newsml:social:20241212:nTWTchfYGc:1,NS:X,IWM
2024-12-12 18:19:57.000,"@andrewnyquist: Retweeted @seeitmarket: NEW Article:  ""Is the Nasdaq Rally For Real? Watch for Market Broadening!"" -  https://t.co/TN8TIl4fnY

by @marketminute 
$QQQ $IWM $SPY $XRT $IYT https://t.co/52QpaFdAJH",urn:newsml:social:20241212:nTWT8g4wmz:1,NS:X,IWM
2024-12-12 18:44:01.000,"@seeitmarket: NEW Article:  ""S&P 500 Update: Sideways Price Consolidation Unfolding?"" --> https://t.co/LNKnZyxnCP

by @GuyCerundolo 
$SPY $IWM $MDY $ES_F",urn:newsml:social:20241212:nTWT7FHpDr:1,NS:X,IWM
2024-12-12 19:16:24.000,"@seeitmarket: How Will Stock Market Perform Under Trump? -  https://t.co/FlX20UZ4IW…

research by ConnectedWealth
$SPY $QQQ $IWM $TLT",urn:newsml:social:20241212:nTWT2By72:1,NS:X,IWM
2024-12-12 20:57:11.000,"@seeitmarket: Retweeted @seeitmarket: NEW Article:  ""How Will Stock Market Perform Under Trump?"" -->  https://t.co/uOSOJE27iH

by ConnectedWealth
$SPY $QQQ $IWM $TLT https://t.co/hh4Zku0BJb",urn:newsml:social:20241212:nTWTbTHPgf:1,NS:X,IWM
2024-12-12 21:01:57.000,"@JonChevreau: Retweeted @wallstengine: S&P 500 Closing Bell Heatmap (Dec 12, 2024)

$SPY -0.54%🟥
$QQQ -0.66%🟥
$DJI -0.53%🟥
$IWM -1.38%🟥 https://t.co/xueC2T9yy2",urn:newsml:social:20241212:nTWTQYQBR:1,NS:X,IWM
2024-12-12 21:39:55.000,"@seeitmarket: Is the Nasdaq Rally For Real? Watch for Market Broadening! -  https://t.co/ybE1t2gBG2

blog by @marketminute
$QQQ $IWM $SPY $XRT $IYT",urn:newsml:social:20241212:nTWT8gr2dQ:1,NS:X,IWM
2024-12-12 22:35:37.000,"@howardlindzon: Retweeted @be_rosebee: Trends with No Friends, 12-12-2024

Liquidity Services Soars +30%, CVS Sees 4-Year Low

Click the link to view today's 52W highs and lows sorted by followers on @Stocktwits: https://t.co/hVadKeront 

cc @howardlindzon $LQDT $CVS $SPY $QQQ $IWM https://t.co/TcPGyaNf6M",urn:newsml:social:20241212:nTWTb9sJrQ:1,NS:X,IWM
2024-12-12 23:15:27.000,"@CNBCFastMoney: Final trades!

Here's what the Fast Money traders are trading:

$IWM $SLV

https://t.co/ACfJYHO9sF",urn:newsml:social:20241212:nTWT1VKWbG:1,NS:X,IWM
2024-12-13 00:44:40.000,"@seeitmarket: Retweeted @seeitmarket: NEW Article:  ""Is the Nasdaq Rally For Real? Watch for Market Broadening!"" -  https://t.co/TN8TIl4fnY

by @marketminute 
$QQQ $IWM $SPY $XRT $IYT https://t.co/52QpaFdAJH",urn:newsml:social:20241213:nTWT93Y9xk:1,NS:X,IWM
2024-12-13 01:35:31.000,"@seeitmarket: S&P 500 Update: Sideways Price Consolidation Unfolding? --> https://t.co/wVuefxHGvV

article by @GuyCerundolo
$SPY $IWM $MDY $ES_F",urn:newsml:social:20241213:nTWT7ZjCwv:1,NS:X,IWM
2024-12-13 01:52:18.598,"iShares Russell 2000 Index Fund (IWM:$234.68) falls 1.3% on weak volume Thursday December 12, 2024",urn:newsml:newsroom:20241213:nNRAusjy69:0,NS:GLORDP,IWM
2024-12-13 13:08:08.143,"iShares Russell 2000 Index Fund (IWM:$234.68) falls 1.3% on weak volume Thursday December 12, 2024",urn:newsml:newsroom:20241213:nNRAusra97:0,NS:GLORDP,IWM
2024-12-13 13:31:52.000,"@seeitmarket: Retweeted @seeitmarket: NEW Article:  ""S&P 500 Update: Sideways Price Consolidation Unfolding?"" --> https://t.co/LNKnZyxnCP

by @GuyCerundolo 
$SPY $IWM $MDY $ES_F",urn:newsml:social:20241213:nTWT9dr0Zn:1,NS:X,IWM
2024-12-13 14:09:20.160,"iShares Russell 2000 Index Fund (IWM:$234.68) falls 1.3% on weak volume Thursday December 12, 2024",urn:newsml:newsroom:20241213:nNRAuss1zx:0,NS:GLORDP,IWM
2024-12-13 14:29:16.000,"@seeitmarket: NEW Article:  ""How Climate Change Risks Could Impact Investments in 2025"" -->  https://t.co/79FhhPA68I

by @ChristineLShort 
$SPY $QQQ $IWM",urn:newsml:social:20241213:nTWTbMbvls:1,NS:X,IWM
2024-12-13 15:07:59.304,"iShares Russell 2000 Index Fund (IWM:$234.68) falls 1.3% on weak volume Thursday December 12, 2024",urn:newsml:newsroom:20241213:nNRAussumr:0,NS:GLORDP,IWM
2024-12-13 15:19:02.000,"@SuperiorProfit: I use a single CUE chart layout on #MetaStock to track the USA Market % Change (including mega-caps) and the market ETFs $SPY, $QQQ, $DIA, and $IWM. 

$UUP is also on the layout.

This layout helps to know in real-time which pocket is stronger and weaker.

I may then buy in the… https://t.co/wSCa7kUpK3",urn:newsml:social:20241213:nTWTkDwr1:1,NS:X,IWM
2024-12-13 15:19:42.000,"@seeitmarket: How Climate Change Risks Could Impact Investments in 2025 -->  https://t.co/XigfPySsen

blog by @ChristineLShort
$SPY $QQQ $IWM",urn:newsml:social:20241213:nTWT8qP2B:1,NS:X,IWM
2024-12-13 15:29:53.000,"@SuperiorProfit: I use a single CUE chart layout on #MetaStock to track the USA Market % Change (including mega-caps) and the market ETFs $SPY, $QQQ, $DIA, and $IWM. 

$UUP is also on the layout.

This layout helps to know in real-time which pocket is stronger and weaker.

I may then buy in the… https://t.co/oXhNQXyqb3",urn:newsml:social:20241213:nTWT2HvRxW:1,NS:X,IWM
2024-12-13 15:56:17.000,"@seeitmarket: Retweeted @seeitmarket: NEW Article:  ""How Climate Change Risks Could Impact Investments in 2025"" -->  https://t.co/79FhhPA68I

by @ChristineLShort 
$SPY $QQQ $IWM",urn:newsml:social:20241213:nTWT2tkDdB:1,NS:X,IWM
2024-12-13 16:09:00.000,"@cfromhertz: Drones, Friday the 13th, $IWM -4% mtd

spooky",urn:newsml:social:20241213:nTWTbMFJZM:1,NS:X,IWM
