date,AGG_log_ret,AGG_vol_4w,AGG_vol_12w,AGG_mom_4w,AGG_mom_12w,AGG_drawdown,EEM_log_ret,EEM_vol_4w,EEM_vol_12w,EEM_mom_4w,EEM_mom_12w,EEM_drawdown,EFA_log_ret,EFA_vol_4w,EFA_vol_12w,EFA_mom_4w,EFA_mom_12w,EFA_drawdown,GLD_log_ret,GLD_vol_4w,GLD_vol_12w,GLD_mom_4w,GLD_mom_12w,GLD_drawdown,IWM_log_ret,IWM_vol_4w,IWM_vol_12w,IWM_mom_4w,IWM_mom_12w,IWM_drawdown,LQD_log_ret,LQD_vol_4w,LQD_vol_12w,LQD_mom_4w,LQD_mom_12w,LQD_drawdown,QQQ_log_ret,QQQ_vol_4w,QQQ_vol_12w,QQQ_mom_4w,QQQ_mom_12w,QQQ_drawdown,SPY_log_ret,SPY_vol_4w,SPY_vol_12w,SPY_mom_4w,SPY_mom_12w,SPY_drawdown,TIP_log_ret,TIP_vol_4w,TIP_vol_12w,TIP_mom_4w,TIP_mom_12w,TIP_drawdown,VNQ_log_ret,VNQ_vol_4w,VNQ_vol_12w,VNQ_mom_4w,VNQ_mom_12w,VNQ_drawdown,spread_10y_2y,cpi_change,unrate_change,umcsent_change,vix_level,vix_change,hy_spread_change,nfci_change,fed_balance_change,reverse_repo_change,bank_deposits_change,tga_change,aaii_bull_bear_spread,recession_change,recession_ma4w,inflation_change,inflation_ma4w,bear_market_change,bear_market_ma4w,bull_market_change,bull_market_ma4w,buy_stocks_change,buy_stocks_ma4w,sell_stocks_change,sell_stocks_ma4w,unemployment_change,unemployment_ma4w,target_AGG,target_EEM,target_EFA,target_GLD,target_IWM,target_LQD,target_QQQ,target_SPY,target_TIP,target_VNQ,AGG_news_sent,EEM_news_sent,EFA_news_sent,GLD_news_sent,IWM_news_sent,LQD_news_sent,QQQ_news_sent,SPY_news_sent,TIP_news_sent,VNQ_news_sent,AGG_news_count,EEM_news_count,EFA_news_count,GLD_news_count,IWM_news_count,LQD_news_count,QQQ_news_count,SPY_news_count,TIP_news_count,VNQ_news_count,news_sent_all,news_count_all
2007-03-30,-0.0014948762380279,0.0032133617969532,0.003707456884167,-0.0038826588509758,0.0099635738796163,-0.0038751310768437,-0.0035984799897525,0.0350964891343146,0.0354898530700007,0.0757600151306146,0.0553219766578454,-0.0126282250627995,-0.0026174909584029,0.0250005892529465,0.0247047705634934,0.0524669467220153,0.0552330570350643,-0.00495546451719,0.0090152087490678,0.0014433270134966,0.0236119221096561,0.0313660139827663,0.0885336769400293,-0.0292380880277992,-0.0098945314391657,0.0244177606277994,0.0272243561183619,0.0350630363892353,0.0367552564121435,-0.028642771733541,-0.000559044975187,0.0022212171382709,0.0051292944410152,-0.0097406684918256,0.0092952864509654,-0.0096933818395728,-0.0134623644687879,0.01842900462076,0.0266653586292027,0.0250466442975623,-0.0066940595921977,-0.0386796390754084,-0.0097411422984598,0.0221202309604781,0.0208123540422766,0.0276881572971026,0.0142931800764379,-0.0217307405199748,0.0003961129851488,0.0046380394800751,0.0064446187487672,-0.0001978993838813,0.0229509441260795,-0.0001978798030899,-0.0174032521609293,0.0219919695907504,0.0270548404088584,0.0051367604514904,0.0516687133406432,-0.0676529054549889,0.0700000000000002,0.0,0.0,0.0,14.64,1.6900000000000013,0.0099999999999997,0.0057899999999999,0.0078047243145664,0.0,0.0057961602134084,-0.0772928994082839,-0.2849319999999999,0.0,7.0,0.0,71.75,-3.0,15.75,6.0,42.0,-1.0,18.0,3.0,20.25,1.0,16.5,0.0004905289984851,0.0302672419166361,0.0186967672371515,0.016893354379819,0.012383701054193,-0.0011997975865468,0.0233861210010694,0.015651601758042,-0.0010035987058978,0.0090328532153548,,,,,,,,,,,,,,,,,,,,,,
2007-04-06,0.0004905289984851,0.0024042183200303,0.0034150756855482,0.0007899347492175,0.0142590294656864,-0.003386383079792,0.0302672419166361,0.0338572675805421,0.0361626063428825,0.0678750182466976,0.0705528737086178,0.0,0.0186967672371515,0.0244899099431168,0.0249513944585792,0.0479540801808854,0.061541544150274,0.0,0.016893354379819,0.0048291889207181,0.0224850115235897,0.0398191663454232,0.0727283512918902,-0.012699359049755,0.012383701054193,0.0240007322521573,0.0261973628563114,0.030418304624916,0.0202372725491976,-0.0165389840396766,-0.0011997975865468,0.0005946448991469,0.0047874131029012,-0.0052927174612462,0.0136165826210075,-0.0108808368347178,0.0233861210010694,0.0204334479448208,0.0257219577282997,0.0378953531816127,-0.0160614425192356,-0.0159331453489153,0.015651601758042,0.0221896338504828,0.0205705833628721,0.0282382383927102,0.0109151790356035,-0.0062988074552752,-0.0010035987058978,0.0027695653710846,0.0053772965061354,0.0048526495134022,0.0318937440239995,-0.0012007765799424,0.0090328532153548,0.021679377091191,0.0242919519183478,0.0028982775783814,0.0178285476539008,-0.0591929999839808,0.0099999999999997,0.0,0.0,0.0,13.23,-1.41,0.04,0.00369,-0.0086042471686117,0.0,0.0058452020893686,-0.0442885771543086,-0.2849319999999999,-1.0,6.25,-4.0,70.0,-1.0,13.0,0.0,37.0,1.0,16.0,8.0,20.25,0.0,16.0,-0.0033074860010104,0.0226430760351955,0.0117650730509246,0.0145510473813286,0.0113722175455684,-0.0032868505272262,0.0020173202074022,0.0074599505932357,-0.0061844810667744,-0.0046313148446194,,,,,,,,,,,,,,,,,,,,,,
2007-04-13,-0.0033074860010104,0.0015563058759829,0.0036449497266488,-0.0060042673874987,0.0092471843817972,-0.0066772234619224,0.0226430760351955,0.0253857741557953,0.0364867568772251,0.1074160691599954,0.0866043142684505,0.0,0.0117650730509246,0.0192361572147075,0.0250140157114894,0.0712566816048321,0.0652678972379123,0.0,0.0145510473813286,0.0042404757373952,0.022525580068022,0.048627934602139,0.0740172111105484,0.0,0.0113722175455684,0.0202990770804376,0.0257345997474947,0.0534983879801114,0.0471767594107833,-0.005291015468038,-0.0032868505272262,0.0011656848011334,0.0049397910762762,-0.0066284556711004,0.0082670495405666,-0.0141265866083896,0.0020173202074022,0.0198310280240416,0.0245748317126689,0.0416151001202203,0.011437820504335,-0.0139459636806416,0.0074599505932357,0.0183666981966574,0.0206127641448077,0.0478512647080797,0.0213115084725617,0.0,-0.0061844810667744,0.0030864840841754,0.0059198372096754,-0.0065944744025013,0.0216374322648817,-0.0073587698428557,-0.0046313148446194,0.0192694310459888,0.0234159917083951,0.0145885919764138,-0.0091771216283646,-0.0635400992463016,0.0,0.0,0.0,0.0,12.2,-1.0300000000000011,-0.1299999999999999,0.0036099999999998,0.0036204699189046,0.0,0.0011489449943624,-0.0203396938561543,-0.2849319999999999,1.0,5.75,-1.0,68.75,-2.0,11.75,-5.0,35.25,3.0,16.5,-7.0,19.5,2.0,16.25,0.0055070435101723,0.0026828526325627,0.0178911421438279,0.0125972173047103,0.0116090634783176,0.0069378969874136,0.0166579859851199,0.0224544829160949,0.0069800466114101,0.0087447548556248,,,,,,,,,,,,,,,,,,,,,,
2007-04-20,0.0055070435101723,0.003802855665507,0.0036596946939789,0.001195210269619,0.0178644782221397,-0.0011918615115327,0.0026828526325627,0.0160530331459238,0.0365050085780314,0.0519946905946419,0.084416497185154,0.0,0.0178911421438279,0.0098657062605965,0.0250523645897596,0.0457354914735011,0.087374611808362,0.0,0.0125972173047103,0.0033329431569066,0.02230022546238,0.0530568278149261,0.0682133715788029,0.0,0.0116090634783176,0.0108500311368258,0.0258299647426875,0.0254704506389133,0.0548075146831792,0.0,0.0069378969874136,0.0044644797244817,0.0048341170871034,0.0018922038984533,0.0206505070931934,-0.0072629162361908,0.0166579859851199,0.0163831966079321,0.0244931178482268,0.0285990627248038,0.0417734198616918,0.0,0.0224544829160949,0.0138907813278614,0.02131034458096,0.0358248929689129,0.0486091340713959,0.0,0.0069800466114101,0.0054198440665513,0.0060227237847216,0.0001880798238866,0.0296347779050868,-0.0004058501656751,0.0087447548556248,0.0126208163077162,0.0228396615149617,-0.0042569589345689,-0.0190468994793236,-0.0553150764926526,0.04,0.0,0.0,0.0,12.07,-0.129999999999999,-0.0299999999999998,0.00442,-0.0047444019869639,0.0,0.0015399436149328,0.1673801369863012,-0.2849319999999999,-1.0,5.5,9.0,69.75,4.0,11.25,12.0,38.5,-2.0,16.75,2.0,21.0,0.0,17.0,-0.0002000907354156,0.0004873327073288,-0.0078982500074263,-0.0167330990040527,0.0025477164520403,0.0015858735739757,0.0254446305555926,0.0061041638248208,0.0014886398432517,0.0018636567947609,,,,,,,,,,,,,,,,,,,,,,
2007-04-27,-0.0002000907354156,0.0036513754090813,0.0036584891781405,0.0024899957722313,0.0147182269753129,-0.001391693773543,0.0004873327073288,0.0147195369563522,0.0363474594694892,0.0560805032917236,0.0660005826704316,0.0,-0.0078982500074263,0.0124004707641855,0.0251620727507134,0.0404547324244777,0.061513992529444,-0.0078671407875143,-0.0167330990040527,0.0158047046920196,0.0232158223085879,0.0273085200618053,0.0497675339238304,-0.016593878315705,0.0025477164520403,0.0046404532899287,0.0247960308092494,0.0379126985301193,0.029813923819208,0.0,0.0015858735739757,0.0044278557949774,0.0046693149765376,0.0040371224476161,0.0165361106903897,-0.0056873117045688,0.0254446305555926,0.0105929378876975,0.0251722312415008,0.0675060577491842,0.0537671828960119,0.0,0.0061041638248208,0.0076296734512599,0.0208292976736664,0.0516701990921938,0.0360331346173002,0.0,0.0014886398432517,0.0054705919039794,0.0059512846164051,0.0012806066819893,0.0256461919973943,0.0,0.0018636567947609,0.0064977128956946,0.0216750630120543,0.0150099500211215,-0.0390247993631098,-0.0535528664487335,0.04,0.0,0.0,0.0,12.45,0.379999999999999,-0.0500000000000002,0.0065499999999999,0.0213052993318512,0.0,0.0031885538911067,0.1980198019801979,-0.2849319999999999,1.0,5.5,-2.0,70.25,-1.0,11.25,0.0,40.25,4.0,18.25,10.0,24.25,-1.0,17.25,0.0033104238194437,0.0121797840947138,0.0136261000076459,0.0092819065328172,0.003628880850283,0.0050256265996365,0.0012877165594336,0.0092527886171912,0.0031213827536947,-0.0232344443770345,,,,,,,,,,,,,,,,,,,,,,
2007-05-04,0.0033104238194437,0.0038823188735874,0.0036726229696027,0.0053098905931899,0.0150145179837803,0.0,0.0121797840947138,0.0101262587419635,0.0360300199500192,0.0379930454698012,0.0886379177678188,0.0,0.0136261000076459,0.0114535998456368,0.0251942350630397,0.0353840651949722,0.0760769489133314,0.0,0.0092819065328172,0.0146011368440994,0.0220444935625636,0.0196970722148038,0.0308266478433804,-0.0074235011570693,0.003628880850283,0.0048720924653028,0.0247916282256152,0.0291578783262095,0.0326958266008454,0.0,0.0050256265996365,0.0044862661852655,0.0047837404271273,0.0102625466337996,0.0193083408207863,-0.0006776897091031,0.0012877165594336,0.0117640946842933,0.0249687863310589,0.0454076533075485,0.0614154325175185,0.0,0.0092527886171912,0.0075355818750895,0.0206937545189576,0.0452713859513428,0.0513119564925023,0.0,0.0031213827536947,0.0055263863977475,0.0058542806804641,0.0054055881415822,0.0300836224589194,0.0,-0.0232344443770345,0.0137450406272498,0.0214636573430255,-0.0172573475712679,-0.0782746089435051,-0.0752895420877889,-0.0299999999999993,0.0030560887793789,0.0,-0.1000000000000085,12.91,0.4600000000000008,0.0700000000000002,0.00878,0.0126988493621587,5.75,-0.0002888633454014,1.278389960208142,-0.2849319999999999,0.0,5.75,0.0,71.75,1.0,11.75,2.0,42.5,-3.0,18.75,-8.0,23.5,0.0,17.5,-0.0015992236808275,0.0097333459734295,-0.0044798166852336,-0.0258482231019283,-0.0058129054932584,-0.0014925086768154,0.0032115333167036,-0.0003970528743853,-0.0022853839632559,0.0069640690492286,,,,,,,,,,,,,,,,,,,,,,
2007-05-11,-0.0015992236808275,0.0032439877307679,0.0035736257926946,0.0070181529133728,0.0086141315738683,-0.0015979456040378,0.0097333459734295,0.0055745606069974,0.0351352818768543,0.025083315408035,0.0652849945571437,0.0,-0.0044798166852336,0.0128664637725538,0.0247847965286786,0.0191391754588138,0.0485531970692006,-0.0044697972737596,-0.0258482231019283,0.0190247703378687,0.0235093736287375,-0.0207021982684533,0.0013552647138017,-0.0327510931579098,-0.0058129054932584,0.0071270176831973,0.024768630607243,0.0119727552873826,0.0162312758066667,-0.0057960432468242,-0.0014925086768154,0.0037323707608689,0.0043811906654242,0.0120568884842104,0.0096883483917922,-0.0021680744454092,0.0032115333167036,0.0114594414202046,0.0245983711191255,0.04660186641685,0.0458888249198433,0.0,-0.0003970528743853,0.0096138331420472,0.0205680322688382,0.0374143824837217,0.0385556044368068,-0.0003969740593243,-0.0022853839632559,0.00384095550427,0.005806242512872,0.0093046852451006,0.0206342892326116,-0.0022827744616091,0.0069640690492286,0.0148353986486653,0.0217786874181205,-0.0056619636774198,-0.0699077291849681,-0.0688273190417846,-0.04,0.0,0.0,0.0,12.95,0.0399999999999991,-0.0700000000000002,0.00856,-0.0174966352624494,0.0,-0.0002518917416642,-0.6699133472156915,-0.2849319999999999,0.0,5.75,-1.0,73.25,-1.0,12.5,4.0,47.0,-2.0,18.0,4.0,25.5,-1.0,17.0,-0.0046152669965336,0.0071203450397774,0.0019937027983427,-0.0140943509240653,-0.0074356281534928,-0.0067447023480967,-0.0014979137445628,0.0115981087254505,-0.0082937426948099,-0.0611376517163282,,,,,,,,,,,,,,,,,,,,,,
2007-05-18,-0.0046152669965336,0.0032887788719771,0.0038902284549277,-0.0031041575933331,0.0032009974882769,-0.0061952206685988,0.0071203450397774,0.0050382684713835,0.0350056988571277,0.0295208078152497,0.0765667721494006,0.0,0.0019937027983427,0.0094775058203179,0.024791924537087,0.0032417361133288,0.0466269349992281,-0.0024830260651836,-0.0140943509240653,0.0149598293323897,0.0229147439221271,-0.0473937664972291,-0.0330261869811121,-0.0462882161053305,-0.0074356281534928,0.0056637737931879,0.0247424322917461,-0.0070719363444279,-0.0007679353269694,-0.0131611581163779,-0.0067447023480967,0.0049943226328632,0.0048306573424103,-0.0016257108512997,0.0001568266646463,-0.0088755085261961,-0.0014979137445628,0.0123740571989226,0.0244909991689384,0.0284459666871672,0.0321641464389061,-0.0014967924317163,0.0115981087254505,0.0052030996871516,0.0206003038037517,0.0265580082930772,0.0531089265508538,0.0,-0.0082937426948099,0.0050682237454583,0.0064279405690975,-0.0059691040611193,0.0085270970010056,-0.0105233645091535,-0.0611376517163282,0.0311067268618544,0.0269072804500738,-0.075544370249373,-0.1125078722864796,-0.1240516855979843,-0.0100000000000006,0.0,0.0,0.0,12.76,-0.1899999999999995,-0.1200000000000001,0.00897,-0.0179498897483062,0.0,0.0017002043046081,-0.0942205942205942,-0.2849319999999999,0.0,6.0,-3.0,71.75,1.0,12.5,-5.0,47.25,1.0,18.0,-2.0,26.5,0.0,16.5,-0.0009060278373208,-0.0087094850883995,-0.001869026982533,-0.0088915840400642,0.0092561585761951,-0.0022593786732061,-0.005581372241343,-0.0061121612058741,0.0011034605508536,-0.0001336335358656,,,,,,,,,,,,,,,,,,,,,,
2007-05-25,-0.0009060278373208,0.0032664349955408,0.0031576136418366,-0.0038100946952384,-0.0052027577739829,-0.0070952276862627,-0.0087094850883995,0.0094229058830854,0.0213340788229193,0.0203239900195212,0.1521645084418592,-0.0086716673936686,-0.001869026982533,0.0079941603858812,0.0158878867847421,0.0092709591382223,0.1021926382847155,-0.0043456709959597,-0.0088915840400642,0.0146162041445566,0.0141084590642563,-0.0395522515332406,0.0191222825113314,-0.0547306357184946,0.0092561585761951,0.0079139255348141,0.0143606956949844,-0.000363494220273,0.0726122406990816,-0.0039844161364104,-0.0022593786732061,0.0048510290082437,0.0039206723067366,-0.0054709630984817,-0.011174509142691,-0.0111123062266818,-0.005581372241343,0.0038167820338776,0.0135592764610268,-0.0025800361097685,0.0899726659369779,-0.0070542868676253,-0.0061121612058741,0.0082910678663612,0.0135769370711385,0.0143416832623822,0.0937000396516786,-0.0060935199473667,0.0011034605508536,0.0049958507448807,0.0046455271527188,-0.0063542833535173,-0.005271576055409,-0.0094309134484229,-0.0001336335358656,0.0306756727563549,0.0227479772900621,-0.0775416605799997,-0.0573949501073879,-0.1241687338475135,0.0100000000000006,0.0,0.0,0.0,13.34,0.5800000000000001,-0.0599999999999996,0.0084899999999999,0.0167248554200467,0.0,0.0033886634120707,0.1037968995731295,-0.2849319999999999,-1.0,5.75,-5.0,69.5,0.0,12.75,-7.0,45.75,0.0,17.0,-7.0,23.25,-1.0,16.0,-0.0030479249750028,0.0342384331454061,0.0169403316587677,0.0228355172216253,0.0264385754513324,-0.0059133467944477,0.0210893537058485,0.0156331988581196,-0.0048669286743832,0.0588706104016465,,,,,,,,,,,,,,,,,,,,,,
2007-06-01,-0.0030479249750028,0.0016451573557089,0.0030503680589372,-0.0101684434896849,-0.0040686181472774,-0.0101169196551337,0.0342384331454061,0.0177434565257398,0.0209354628516098,0.0423826390702137,0.1482507027867126,0.0,0.0169403316587677,0.0095727904352363,0.0154580553369347,0.0125851907893439,0.0959233361652017,0.0,0.0228355172216253,0.0208032060636414,0.0153048159973837,-0.0259986408444324,0.0335175977157944,-0.0328965736132214,0.0264385754513324,0.0157881305829257,0.0152443580658826,0.0224462003807761,0.0820223833319018,0.0,-0.0059133467944477,0.0026121223996731,0.003950356222886,-0.016409936492566,-0.0114401073200127,-0.0169426865806785,0.0210893537058485,0.0117519411459116,0.0141054724068282,0.0172216010366461,0.1005246075258075,0.0,0.0156331988581196,0.0101501709073714,0.0136037421366045,0.0207220935033107,0.0942317178473637,0.0,-0.0048669286743832,0.003978536640055,0.0045261871142752,-0.0143425947815953,-0.0040843571266108,-0.0142402297468362,0.0588706104016465,0.0491489952438524,0.029072635811519,0.0045633941986814,-0.0097956757942051,-0.0710600807387228,-0.0199999999999995,0.0015900370373895,0.1999999999999993,-3.0,12.78,-0.5600000000000005,-0.04,0.0064199999999999,0.0034911063179756,0.0,-0.0068056126116162,0.0549562385507835,-0.2849319999999999,-1.0,5.25,-3.0,66.5,-2.0,12.25,-1.0,43.5,0.0,16.75,0.0,22.0,0.0,15.5,-0.0093721939994735,-0.0314588402613042,-0.0233207241658449,-0.0339846138216101,-0.0220839168462681,-0.0110100838300073,-0.0112352214083905,-0.0199271723089103,-0.0071074815183309,-0.0388158453516492,,,,,,,,,,,,,,,,,,,,,,
