Price,Close,High,Low,Open,Volume
Ticker,EEM,EEM,EEM,EEM,EEM
Date,,,,,
2007-01-03,25.826173782348633,26.11103701922576,25.62430217694802,26.019073943871533,38546100
2007-01-04,25.469532012939453,25.63327434474994,25.308035750832744,25.626543836449024,26830200
2007-01-05,24.724843978881836,25.26765604268743,24.722603043438273,25.21158131787111,33141600
2007-01-08,24.90428924560547,24.996254887849343,24.731578041566767,24.870644405878714,23326500
2007-01-09,24.348020553588867,24.751763753109277,24.21343863143651,24.718118914305354,43958400
2007-01-10,24.29193687438965,24.395117433275896,23.91511067167046,24.09230882970798,58526400
2007-01-11,24.599231719970703,24.93119813911721,24.352497840657026,24.43548944544365,47418300
2007-01-12,25.099424362182617,25.099424362182617,24.650818951120534,24.77867289225327,25530900
2007-01-16,25.189149856567383,25.222794689358306,25.029894567700243,25.20036480083102,25978500
2007-01-17,25.083730697631836,25.22952498668273,24.985037125340543,25.121859971529435,20523900
2007-01-18,24.819049835205078,25.32373004496138,24.819049835205078,25.301300155674827,31396500
2007-01-19,25.265417098999023,25.265417098999023,24.908777164332506,24.908777164332506,18093900
2007-01-22,25.236251831054688,25.465040275914433,25.15550115620814,25.301297991033437,20959200
2007-01-23,25.81047248840332,25.81047248840332,25.202614154000393,25.234015491841348,28305600
2007-01-24,26.034765243530273,26.13121529433806,25.731959212937582,25.792520932443306,20193900
2007-01-25,25.234006881713867,25.906913731892907,25.23400688171387,25.868781898780533,28913700
2007-01-26,25.388776779174805,25.45382550653507,25.06578177838499,25.346160506271797,27627600
2007-01-29,25.052330017089844,25.278875021824994,24.99625528332474,25.26093213379487,29898300
2007-01-30,25.440370559692383,25.440370559692383,25.135318400188336,25.135318400188336,20502600
2007-01-31,25.637758255004883,25.63775825500488,25.068031776901563,25.209341645067024,31860600
2007-02-01,25.951784133911133,25.974214029179603,25.74991250955795,25.74991250955795,34173900
2007-02-02,25.873271942138672,26.014581781211504,25.794764764696286,25.96299149700286,20925300
2007-02-05,25.89794921875,25.92486611602226,25.682619174445126,25.797012137447325,16254900
2007-02-06,26.153642654418945,26.207473857421206,25.97419846591692,26.088593943566803,17354700
2007-02-07,26.05272102355957,26.234406254121957,25.976457326700213,26.216460797886892,16291500
2007-02-08,25.913644790649414,26.052713694805316,25.79028040235127,25.91140385532025,19789500
