Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2007-01-03,37.1263313293457,37.83039190238604,36.508130523616565,37.31522347249836,167689500
2007-01-04,37.830413818359375,37.95920354393682,37.049077691958054,37.1778674175355,136853500
2007-01-05,37.65007781982422,37.73594085487983,37.33239277846818,37.73594085487983,138958800
2007-01-08,37.67584991455078,37.88191471115727,37.4697818426034,37.68443458301735,106401600
2007-01-09,37.864742279052734,38.02788045876175,37.46119735238616,37.787467161122386,121577500
2007-01-10,38.31121063232422,38.34555584830222,37.6243226894645,37.74452767004744,121070100
2007-01-11,38.7061767578125,38.8435543559405,38.33697384871719,38.38848840092751,174029800
2007-01-12,38.90366744995117,38.938009402334615,38.61173956497412,38.65466946195932,104217300
2007-01-16,38.87789535522461,38.98093100782469,38.74910570248483,38.93799784823788,95690500
2007-01-17,38.560203552246094,38.88647651119465,38.49151640450619,38.71475372883543,127142600
2007-01-18,37.84755325317383,38.50009580652477,37.735932968598554,38.45716593563865,189029800
2007-01-19,37.92485046386719,38.0192982082968,37.70161302049469,37.75313086527668,127544300
2007-01-22,37.51272201538086,37.976372847812904,37.35817173790351,37.959200230833,123441700
2007-01-23,37.41826629638672,37.76170870680613,37.34957584909836,37.48695346833428,133103600
2007-01-24,38.036460876464844,38.05363348690143,37.581398163587075,37.658673272881465,117615300
2007-01-25,37.54705810546875,38.18243167762489,37.418268422496425,38.087983944907265,158337600
2007-01-26,37.40966033935547,37.63290091020735,37.16925044028965,37.615728306654184,146284300
2007-01-29,37.444026947021484,37.70160959685787,37.26371941967012,37.31523398443274,104191500
2007-01-30,37.46119689941406,37.59857452125789,37.36674917027002,37.504126792113844,69605900
2007-01-31,37.8390007019043,37.9420331434577,37.20363015775901,37.41828298827825,157772500
2007-02-01,37.778873443603516,38.12231905777232,37.65008051945518,38.01069874186644,147365600
2007-02-02,37.91625213623047,37.993527237897425,37.72735671541341,37.881906918747326,98189200
2007-02-05,37.88190841674805,38.08797645445542,37.74453081672324,37.89908102616869,96347800
2007-02-06,37.830413818359375,37.97637616241556,37.46979538098996,37.95061887236849,121110200
2007-02-07,38.17385482788086,38.33699305920211,37.881926876157614,38.01930454312491,117823800
2007-02-08,38.165260314941406,38.29405000213227,37.97636484331882,38.12233041921112,89521900
2007-02-09,37.67584991455078,38.39708325335527,37.54705696016606,38.26829029897055,133472000
2007-02-12,37.52988052368164,37.68443074305863,37.426848135877165,37.66725813253446,126940000
2007-02-13,37.65867614746094,37.77888115435208,37.52129852882238,37.58998570047127,93648000
2007-02-14,38.2940559387207,38.38850368917389,37.81323579145592,37.81323579145592,133370000
2007-02-15,38.51728439331055,38.51728439331055,38.25111384282216,38.3198042850155,110452500
2007-02-16,38.38848114013672,38.4915167757498,38.2682761739278,38.345551262967774,72342200
2007-02-20,38.68041229248047,38.740514780871216,38.14807456301672,38.32838202818896,93629000
2007-02-21,38.800621032714844,38.81779364182642,38.491523894727365,38.56879572271902,95864000
2007-02-22,38.99809646606445,39.109716774286206,38.697584030859595,38.94658192022356,116344400
2007-02-23,38.8607292175293,39.03245205845109,38.68900965194826,38.99810683519858,113467100
2007-02-26,38.67182159423828,39.06678167786712,38.43140840283596,39.049609073099845,101623700
2007-02-27,37.083412170410156,38.19102127371593,36.97179508583496,38.09657352881276,317813200
2007-02-28,37.203617095947266,37.5728168215032,36.86017137755987,37.04906685020705,214978700
2007-03-01,37.03190994262695,37.38394047937276,36.26774633422818,36.53391376729056,231806500
2007-03-02,36.47380447387695,37.04048775181257,36.465219802770584,36.7313871865128,183359400
2007-03-05,36.19045639038086,36.74855159723212,36.11318126631331,36.19045639038086,171885400
2007-03-06,36.791473388671875,36.911681658226996,36.490960903135175,36.51671818036962,155551800
2007-03-07,36.6455078125,36.903090387636794,36.61975053758837,36.800058012650105,119979300
2007-03-08,36.89450454711914,37.12632983996755,36.78288423382027,37.03188213451005,120900700
2007-03-09,36.86017608642578,37.212206518841036,36.61976601804703,37.203621848688165,128597600
2007-03-12,37.1005973815918,37.160699916873746,36.774327411587635,36.80866937793267,81310100
2007-03-13,36.37934112548828,37.126334929970106,36.37075645806066,36.9202668829619,171231800
2007-03-14,36.91166687011719,36.92025153397587,36.147500773129096,36.43084381055262,192586700
2007-03-15,36.82582473754883,36.971790308631775,36.67986244180687,36.834412681616584,111627400
2007-03-16,36.79747772216797,36.97789883592462,36.60846325400133,36.89198167884686,108328800
2007-03-19,37.175506591796875,37.278603911789865,36.900578220212445,36.99508546245797,95913200
2007-03-20,37.44184112548828,37.45043120237306,37.123952564876824,37.1669095041095,78755700
2007-03-21,38.16352462768555,38.180708058435044,37.244232385715385,37.49338721547665,173333500
2007-03-22,38.02606201171875,38.18930297180204,37.880007760491,38.18070961737427,114856300
2007-03-23,37.90576934814453,38.120557257628995,37.86281242172832,38.02605005307129,68530300
2007-03-26,38.060428619384766,38.07761205072064,37.48479841795288,37.9229644461022,114237300
2007-03-27,37.794090270996094,38.008878227514266,37.75972341137619,38.00028487390723,76419200
2007-03-28,37.39030456542969,37.82847075038851,37.38171120798418,37.630866135414486,142795000
2007-03-29,37.433231353759766,37.673792729881036,37.029429091782255,37.64801923312603,124407000
2007-03-30,37.398887634277344,37.69099946195604,37.132552596697195,37.424664424375884,120418700
2007-04-02,37.45042419433594,37.59647841587703,37.2012694050442,37.51915462876593,89617700
2007-04-03,37.94013214111328,38.069006183977386,37.62224698675902,37.64802048437062,105814500
2007-04-04,38.09479522705078,38.129162089492475,37.91437411533847,37.96592113159662,85147200
2007-04-05,38.283809661865234,38.30099309307207,38.00028796305897,38.05183825667949,54220200
